Open|High|Low|Volume|Google Trending|Close
240.25|247.1|239.3|23876700|82|243.78
243.75|255.32|243.18|12284200|57|244.53
244.54|246.39|233.85|19527000|55|235.98
236|240.11|232.42|16400000|53|238.89
239|239.9|236.4|14200400|50|238.74
238.89|239.34|235.53|11496200|49|237.47
237.34|237.71|234.26|13619400|49|236.43
236.44|256.65|236.44|44013900|49|253.83
253.52|254.69|249.48|13949300|47|254.26
254.28|261.66|245.93|25213700|47|260.2
260.36|276.3|258.31|40465700|52|275.67
275.05|285.8|268.16|50461300|57|281.7
281.99|284.23|268.13|41383000|53|273.09
272.74|281.67|264.77|41302400|55|276.18
275.6|277.61|270.01|28918900|64|272.72
272.29|277.85|270.13|17825900|65|276.26
276.43|277.86|272.56|22067900|57|274.35
274.81|292.7|273.89|59178200|58|289.61
289.86|300.04|289.74|67770800|60|291.76
291.52|297.39|290.51|33963900|58|296.38
296.13|297.09|292.41|32585200|56|294.35
294.12|294.5|285.34|31421500|57|285.34
284.44|286.34|280.98|22612300|50|281.88
281.43|286.53|281|11970100|50|286.39
285.69|294.11|285.69|21516100|53|290.59
290.6|292.37|284.37|21497200|53|285.5
285.07|285.34|249.87|57008000|57|256.3
255.88|264.24|248.64|52732000|57|260.93
260.96|264.85|259.16|18456700|52|261.75
261.64|262.2|255.65|17130100|48|260.02
259.92|269.75|259.59|18438100|48|267.96
267.89|277.3|261.75|22811900|50|266.74
266.58|267|244.16|40073700|51|245.59
247.47|249.19|236.51|35866900|54|246.2
246.28|254.35|244.91|25730000|48|248.53
248.57|256.81|245.21|17274900|46|247.03
246.97|254.21|246.97|16040900|42|252.8
252.74|253.14|240.85|21699400|44|242.71
242.88|249.24|239.21|23009600|55|247.53
247.45|248.73|242.74|22672000|54|244.22
244.22|247.54|241.16|22877200|51|247.27
247.09|254.46|245.42|26272600|50|253
253.07|256.04|251.88|23146600|51|254.32
254.29|255.26|251.1|12493500|45|253.7
253.76|260.68|251.94|19649200|45|260.6
260.72|261.8|254.57|20034200|49|255.49
255.27|255.81|252.21|18467400|50|253.18
253.06|253.85|244.22|30086400|51|245.02
244.75|246.12|239.4|21643500|49|243.68
243.69|243.69|232.77|28882000|48|236.07
236.02|239.54|234.18|16365200|45|236.55
236.53|237.73|233.5|12387900|44|236.15
235.95|236.94|222|31181800|48|224.59
224.76|224.98|216.32|31719000|53|219.16
219.07|223.83|218.65|22562000|47|223.83
223.92|229.67|223.92|24805400|47|228.57
228.57|228.91|221.94|20429800|43|222.88
222.85|224.32|220.88|12939000|43|223.36
223.46|226.35|222.37|15021500|45|222.6
222.61|226.35|221.98|18364700|46|224.63
224.62|235.27|224.3|24978000|47|235.27
235.6|237.91|233.48|23847900|49|234.18
234.05|236.47|233.2|17036000|50|236.46
235.97|236.31|229.93|21448700|44|231.27
231.24|232.56|226.34|13957200|44|226.39
226.41|226.94|214.87|28943700|46|219.43
219.43|233.31|218.02|38574000|45|229.29
228.97|229.5|223.07|21469200|45|225.85
225.59|227.04|223.43|18936500|47|225.81
225.69|239.56|224.99|33818600|49|236.15
235.94|238.97|232.08|18815300|43|232.08
232.34|235.73|232.34|12535500|41|234.93
234.88|243.24|234.08|18494100|41|240.36
240.36|242.64|237.81|21223400|43|239.02
238.85|239.2|232.05|23929100|43|236.12
236.25|236.45|229.23|29587200|43|229.78
229.66|239.1|228.57|29064400|44|237.33
237.2|246.28|236.27|27445500|46|243.86
243.77|247.8|239.64|19790500|40|241.83
241.73|244.07|238.85|15019100|42|240.3
240.3|244.27|239.38|20892300|44|242.16
242.15|242.88|240.1|19282600|46|241.11
241.4|243.7|235.04|27180100|45|236.38
236.21|237.8|234.06|24413700|53|236.93
236.96|238.75|236.79|16329400|47|237.6
237.64|237.7|235.29|11089700|45|236.15
236.01|238.03|236.01|11134300|46|236.8
236.89|237.21|232.46|16780300|48|233.13
233.04|234.15|231.82|14241900|53|231.95
231.89|234.68|231.84|15499400|50|234.02
234.02|236.24|233.84|15108900|47|235.34
235.32|240.97|235.06|27003000|48|240.35
240.29|241.03|238.69|14605000|45|238.87
238.98|241.98|238.81|11508000|48|240.95
240.93|241.02|236.64|14423900|44|237.11
237.1|238.24|235.69|16425000|47|237.12
237.06|238.64|236.69|18837000|47|237.28
237.26|237.82|236.65|13829600|45|237.41
237.38|237.52|235.73|14805000|48|237.1
237.09|237.09|232.05|14098600|55|233.34
233.13|233.25|229.54|14730800|51|230.19
230.23|231.71|221.3|26090500|48|222.93
222.89|226.42|222.42|20459000|28|225.8
225.74|227.4|223.93|17752400|27|225.87
225.77|226.58|224.05|14728100|29|224.32
224.15|225.97|223.18|18056500|28|224.95
225|225.72|224.38|11131500|27|225.62
225.6|226.19|222.65|13318400|26|222.88
222.88|229.46|222.84|23378400|26|228.49
228.54|230.95|227.93|28353100|27|229.05
229|229.78|228.01|15904800|28|228.8
228.85|230.29|228.77|14416000|26|229.71
229.71|231.06|229.31|14017700|26|229.98
229.92|232.65|229.21|13305300|26|232.4
232.44|234.86|232|12165900|28|233.54
233.42|237.84|233.42|19912100|27|236.82
236.76|251.74|236.12|41612000|32|250.9
250.82|256.85|246.48|43858400|32|249.28
249.43|252.11|244.13|30980200|58|249.01
249.04|250.98|243.79|23965300|33|244.61
244.53|245.83|240.63|20608100|33|245.21
245.1|245.22|241.88|10600900|30|243.94
243.97|247.92|243.78|17692500|28|246.99
246.93|247.3|243.13|15108700|28|244.3
244.28|244.34|240.51|17344900|25|240.51
240.37|243.33|240.37|16133100|32|242.8
242.6|243.75|241.55|13983500|26|243.59
243.55|251.34|243.12|20488600|29|250.99
250.96|251.17|247.43|15137600|28|249.01
248.72|257.17|248.58|34742900|33|257.06
257.04|267.87|255.95|44533800|41|263.07
263.35|265.17|255.77|27029800|38|258.62
258.55|261.63|254.12|21551900|34|255.41
255.46|257.08|253.5|19033800|35|256.34
256.49|261.46|254.2|15620400|34|260.89
260.81|274.51|258.7|44156100|37|271.91
271.11|277.42|267.6|49154800|39|269.03
269.96|271.34|264.83|28857600|36|266.21
265.98|272.97|264.39|36980200|37|270.79
270.83|272.33|267.09|40301200|35|269.23
269.16|294.59|268.8|100390000|38|284.89
284.88|298.51|283.53|41109900|37|293.12
293.14|314.39|292.5|56405000|41|310.87
310.83|310.95|281.01|62053900|38|292.05
292.03|296.15|286.64|28727200|34|287.46
288.05|293.25|285.37|27486600|33|285.83
286.04|291.18|275.24|49482600|34|278.09
278.09|280.28|272.04|27591400|30|279.47
279.33|282.53|274.07|25187100|31|274.9
274.77|275.67|272.51|15332500|32|273.61
273.5|278.98|272.96|22711400|32|278.98
278.88|280.55|275.42|22930700|31|275.83
275.66|277.67|274.38|19389800|31|277.22
277.34|278.11|275.72|18531300|29|276.05
276|289.25|275.25|37199400|31|288.28
288.16|290.73|286|20662200|30|288.7
288.64|293.05|287.71|16032300|34|292.69
292.64|297.77|287.45|30592000|35|293.62
293.63|296.65|293.42|25453600|33|294.43
294.48|294.54|288.78|24672600|32|289.59
289.1|290.13|286.57|21635800|29|287.72
287.7|288.96|282.34|23629100|28|284.65
284.69|284.93|278.11|18995000|46|281.6
280.45|283.03|277.53|17722200|39|282.61
282.81|285.47|280.23|21474100|35|281.23
281.23|285.71|281.23|21908700|34|285.22
284.85|285.5|281.49|20128000|31|281.88
281.91|281.91|278.4|18792100|30|278.58
278.74|280.39|276.37|42484800|30|279.58
279.74|279.93|260.71|58533000|31|261
261.12|267|260.47|23789600|30|265.08
265.48|267.03|262.6|20979400|30|264.47
264.34|270.39|264.09|25433900|30|270.39
270.6|270.67|265.47|26815400|29|266.38
266.18|266.23|262.84|27685500|29|264.08
264.13|267.47|261.48|27091200|28|265.68
265.53|266.67|261.3|19321100|27|261.55
261.87|262.44|257.04|29717000|29|258.51
258.49|260.5|257.12|21617900|29|257.98
257.93|257.99|211.08|42147200|35|211.08
225.67|237.41|222.77|60869200|44|226.68
226.9|237.37|226.9|32275000|36|235.35
235.35|236.43|231.72|23173800|35|232.57
232.66|234.96|222.7|23205900|32|230.39
230.38|232.71|225.58|18406600|33|228.17
228.11|228.14|210.44|59220700|41|210.5
210.07|226.32|199.57|61089200|40|221.61
222.08|231.18|220.2|31808000|35|225.83
226.05|228.64|223.68|21905400|31|224.77
224.7|235.22|220.93|31336600|31|231.4
231.55|233.22|227.33|17142500|29|229.78
229.9|232.07|226.25|19412600|32|228.76
229.11|231.96|225.91|20710700|28|230.06
230.26|231.22|226.86|20575200|30|228.12
228.03|230.58|226.47|18760400|29|229.28
229.32|229.6|226.67|17482000|29|227.18
227.22|230.9|227.05|20962400|28|230.3
230.2|236.14|229.44|20671400|27|235.02
234.87|242.91|234.68|25473700|29|239.84
239.93|242.11|238.72|21192200|28|239.85
239.85|245.78|239.68|26879200|30|243.61
243.41|244.42|237.82|23635700|29|238.17
238.34|241.29|235.79|21215500|29|238.48
238.33|241.17|238.33|19224700|30|240.11
239.85|240.12|234.75|17962600|28|235.23
235.24|235.94|229.33|18478800|27|230.51
230.61|232.44|227.96|20997800|28|230.64
230.49|259.18|229.82|19177800|29|230.3
230.25|231.22|227.4|20144200|29|229.09
229.08|230.28|228.93|18935400|30|229.81
233.52|234.35|232.19|20242200|32|232.97
232.86|233.21|231.09|12712600|28|231.49
231.4|232.37|230.91|14444700|27|231.21
231.22|231.22|226.52|19678800|28|227.09
226.97|232.39|225.12|25009300|32|230.62
230.94|231.84|229.59|17254100|31|230.28
230.36|235.65|230.29|25097800|28|234.53
234.36|237.43|233.68|22363600|29|235.14
235.08|235.4|233.36|13724100|28|234.34
234.14|234.53|232.48|14179900|29|232.76
232.84|239.34|232.47|24713000|28|239.14
239.02|239.8|235.93|22691300|30|236.69
236.64|237.73|235.63|19743500|29|236.06
236|238.44|235.62|20488800|28|237.55
237.26|238.54|236.6|19677900|27|237.29
237.2|239.31|236.94|16482700|27|238.73
238.53|238.97|237.94|12999000|28|238.26
238.15|240.38|237.03|23335900|28|240.38
240.36|246.94|240.14|27535100|31|246.06
246.17|246.68|242.59|22999200|30|242.97
243.07|244.25|242.18|18515300|30|242.3
242.5|244.23|242.12|17353100|27|243.93
243.74|245.32|243.07|15912700|28|244.94
244.74|247.24|244.15|16827300|27|247.05
246.88|247.45|245.18|17388300|29|245.31
245.2|250.24|243.76|28198500|29|249.51
249.49|254.28|248.9|27462600|31|251.99
252.11|255.96|252.05|25223500|28|254.32
254.3|266.13|253.93|35901500|31|262.87
262.75|273.58|262.37|43199600|30|270.64
270.91|271.67|260.78|22434300|30|261.64
261.86|264.82|260.95|25258800|29|263.44
263.57|270.83|263.23|30889800|33|269.46
269.31|270.77|263.84|25637300|32|266.27
266.5|276.51|266.13|37808600|34|274.02
273.65|278.68|273.54|29442500|34|276.5
276.5|281.71|276.5|25942400|30|281.65
281.44|294.06|281.44|45717100|35|283.68
283.63|285.3|280.51|32108800|33|285.3
285.18|296.21|285.01|46331800|35|293.79
293.7|306.33|293.7|50808100|36|304.62
304.32|318.17|301.82|64495900|41|313.86
313.94|334.17|313.94|78305000|45|328.01
328.51|332.78|309.25|48598100|37|314.17
315|327.47|311.88|37001100|42|325.43
325.94|365.36|323.21|101918000|47|361.19
361.87|417.9|357.65|206162000|66|403.42
403.66|495.56|380.55|263900000|87|411.56
408.08|447.56|374.58|151825000|75|386.35
388.05|395.84|354.02|122687000|58|374.47
374.27|390.59|372.43|56625100|46|386.48
384.28|389.89|368.7|51817600|40|373.37
374.32|385.28|362.89|68224400|47|380.26
379.98|381.39|329.11|95797900|45|336.82
339.82|340.58|301|107070000|47|311.08
314.08|345.08|313.36|78477800|41|338.15
338.5|340.91|326.07|52003000|39|336.75
336.62|338.18|329.97|38612000|34|332.91
333.05|334.66|317.49|44213100|35|320.17
319.74|331.63|315.9|47980100|37|330.75
330.36|338.35|329.61|51001600|37|335.09
334.59|336.53|330.64|43783800|37|334.59
334.68|335.33|325.27|45011100|39|326.15
326.41|326.47|312.22|53152900|39|322.02
322.09|328.16|319.6|28200500|35|326.93
326.98|327.01|321.26|23439400|35|324.54
324.35|325.12|321.29|27478900|38|323.05
323.01|323.06|318.12|29362600|36|320.05
320.05|329.13|316.77|41666900|36|328.21
328.3|366.76|328.23|106105000|38|352.68
351.86|363.59|347.87|55179100|34|358.04
357.14|359.54|352.17|36816600|34|357.38
357.47|371.94|355.67|40409300|34|371.29
371.44|382.36|370.38|71701600|38|377.32
377.41|378.93|356.56|60452200|38|362.49
361.85|362.23|349.46|54160500|35|359.19
359.33|370.27|357.41|50714900|36|361.05
361.26|363.52|355.76|35784100|32|363.18
363.72|389.79|363.23|66282200|33|388.95
389.56|402.81|387.09|77762000|37|388.78
389.98|399.97|385.41|63455800|38|395.54
395.75|415.56|389.95|57801400|46|415.56
414.44|423.12|406.29|90917200|100|417.56
417.99|419.51|411.55|52138900|64|415.48
415.28|451.94|415.28|110944000|52|451.94
452.33|469.1|410.74|131969000|48|435
431.66|441.68|426.27|55050600|43|433.75
433.27|447.14|430.46|130496000|44|444.18
443.88|465.32|443.88|83121100|45|465.32
465.21|465.21|443.85|107944000|46|454.93
454.78|457.86|448.86|47978400|43|456.08
455.85|465.18|454.94|60220100|41|463.62
463.55|465.58|456.76|47892700|40|462.32
462.23|462.64|434.34|75409400|38|442.69
442.84|444.73|427.31|77639700|38|438.64
437.44|443.69|435.52|50840400|38|436.57
436.72|444.53|436.62|47161400|40|442.4
443.09|458.46|443.08|57157200|40|454.99
454.86|458.31|452.07|39078500|37|455.65
455.76|457.49|405.76|116166000|40|417.27
416.51|424.01|408.88|53591200|39|422.82
423.34|429.77|418.48|49638600|42|422.28
422.1|432.98|420.63|51596500|39|432.98
433.3|434.39|422.08|46889400|37|426.62
425.88|432.92|418.74|45996600|35|430.57
430.72|436.25|427.51|36278900|30|434.33
434.62|436.06|431.87|30096600|30|433.44
433.58|433.74|424.71|39633800|31|430.01
430.06|434.52|429.08|38477500|33|433.09
433.07|434.18|429.68|34522600|31|431.96
431.86|431.86|426.34|34042500|33|429.11
430.01|458.77|429.08|87562200|38|458.05
457.54|462.93|447.94|56993000|36|453.23
453.38|454.64|446.89|32278000|34|447.61
448.24|448.31|440.35|35995900|30|447.99
448.7|450.66|443.86|40450000|33|448.43
448.18|448.18|435.69|115607000|31|435.69
434.67|435.19|424.44|173888000|33|432.37
432.29|433.32|427.85|43945500|32|430.31
430.25|430.25|364.33|153351000|47|364.33
365.07|390.56|354.91|120352000|48|387.54
387.15|390.96|380.09|45319600|40|382.3
381.73|388.1|376.67|54403900|41|387.17
387.03|387.73|378.97|46819800|37|380.15
379.74|425.27|376.6|121720000|41|420.23
419.63|422.88|406.3|68338000|37|410.26
409.75|410.41|375.28|91546600|34|382.49
382.43|394.54|381.98|56247400|32|387.49
388.1|405.49|387.51|54824800|33|402.97
402.32|402.32|388.55|59062400|32|391.73
392|397.77|390.57|58147000|32|392.15
392.44|396.84|391.78|47424400|32|394.97
395.15|395.5|379.74|59247900|32|380.29
380.11|384.38|365.45|86125300|31|379.47
378.87|380.92|376.49|30284400|29|378.25
378.29|380.35|367.83|37894300|29|368.77
369.35|378.07|367.96|51656700|31|373.06
372.92|375.88|372.92|40378700|30|374.45
374.65|374.95|368.05|45933400|31|369.95
370.17|391.61|369.99|69285500|31|389.59
388.9|391.09|385.57|43825000|28|386.55
386.59|386.63|372.39|49249300|29|376.52
376.51|380.87|374.9|37076300|31|376.62
376.76|379.88|373.33|47671100|29|373.45
373.42|377.25|372.9|55318500|31|376.03
376.15|385.48|375.78|85130900|32|381.65
382.11|383.13|376.4|74375600|32|379.65
379.69|384.95|379.6|67042800|31|384.26
384.64|391.86|384.64|61911700|30|391.86
392.93|407.23|392.93|74469800|32|407.23
407.57|410.38|397.75|74070500|34|400.19
401.43|408.94|401.43|73093100|34|407.49
407.66|421.17|406.78|83193600|35|416.32
416.57|426|415.64|76752600|40|422.37
422.73|423.1|417.6|55711300|34|420.79
421.6|441.98|421.6|93992100|35|437.16
437.77|448.05|429.08|89820700|36|438.8
438.99|439.05|432.92|85385200|33|437.75
438.25|439.86|417.82|85244900|34|420.74
420.96|425.55|413.91|67743700|32|424.95
425.04|427.72|420.42|70798000|33|424.54
424.63|432.15|421.62|61486000|30|432.15
432.84|434.23|428.1|41893600|31|432.52
432.57|435.68|423.82|53033400|31|433.5
433.44|441.51|431.69|60694700|29|437.7
437.92|439.65|432.32|74895800|34|435.12
435.13|435.92|423.99|74955300|32|423.99
423.91|425.37|419.41|100484000|35|421.65
421.84|425.18|410.94|90856100|32|410.94
410.78|411.26|394.04|135385000|32|400.57
400.52|411.91|395.78|91212500|31|407.71
407.76|415.92|406.31|85762400|33|414.32
414.46|416.24|411.09|70311700|31|413.97
413.89|416.03|411.61|70012300|31|414.86
414.74|417.51|413.25|81022900|29|417.13
417.24|423.93|417.01|73969700|30|421.69
421.61|421.8|410.09|92712900|29|411.62
411.65|416.6|411.64|74322800|29|414.06
414.2|416.68|414.2|95259400|32|416.44
416.39|418.13|414.99|66781700|33|416.83
416.89|417.69|415.91|65185800|30|417.01
417.89|421|417.89|83528600|30|420.62
420.55|420.55|406.14|104940000|31|409.55
409.26|410.98|407.23|58423000|26|410.44
410.4|414.63|410.4|45947900|27|413.75
413.42|413.42|410.38|61655400|31|413.31
413.13|418.38|412.53|66813300|31|418.09
418.16|419.27|417.36|61444200|29|418.04
418.42|418.68|415.49|68346700|30|416.39
416.51|418.08|415.56|52560000|29|417.18
417.37|418.99|416.26|44650400|27|417.94
418.14|428.8|417.71|71229400|29|426.76
426.55|426.86|423.29|68522800|32|424.23
424.3|426.2|412.68|75411500|31|416.52
416.83|416.83|412.5|66034100|31|414.82
415.26|418.37|415.26|60215200|30|416.73
416.76|418.17|415.83|51235700|29|417.96
418.42|422.08|418.42|45681200|28|420.87
421.17|421.58|419.7|38053700|29|420.9
421.3|422.34|419.6|50634300|29|421.44
421.02|424.26|420.61|60718000|30|424.03
424.28|424.53|422.73|59091000|30|423.41
423.62|423.66|420.52|57858600|29|422.75
422.91|425.36|419.63|63454700|29|420.35
420.81|420.89|416.51|49792700|27|419.41
419.59|422.44|419.26|73478600|28|421.56
421.87|422.74|420.53|50747500|31|422.48
422.84|427.28|422.84|70728800|30|425.19
425.63|426.66|422.92|69060400|29|423.73
423.94|425.37|423.01|45281000|30|424.28
424.43|429.93|424.43|54801500|29|429.71
429.57|432.63|428.98|39392800|27|430.57
430.64|431.37|426.08|52125900|27|427.4
427.61|429.27|427.09|55670900|27|428.59
428.7|436.02|428.1|52810500|29|435.51
435.32|443.05|434.41|72890100|30|441.39
441.42|450.55|440.95|68204700|32|449.43
449.69|449.81|444.15|58804400|33|445.74
445.86|450.28|444.33|50485400|32|450.28
450.56|460.15|448.93|68198400|33|458.56
459.12|466.62|453.59|87091800|34|461.43
461.65|467.96|461.62|78971900|35|466.09
466.26|467.08|444.13|93564900|34|444.69
445.04|449.55|436.65|74064700|37|449.01
449.41|455.38|446.02|49258500|32|455.1
455.18|455.59|447.7|69322600|31|448.32
448.48|452.48|447.93|40660100|30|451.88
451.93|452.44|441.78|92127000|100|444.67
444.73|451.1|442.62|59366400|62|450.3
450.18|450.38|445.63|50407300|43|446.72
446.71|448.51|445.88|50440800|44|447.98
447.94|461.38|447.07|72796800|40|459.6
459.64|460.68|457.32|38364500|36|458.54
458.43|459.42|455.98|40315000|35|458.55
458.21|462.48|456.53|55493100|38|460.48
460.52|461.93|448.95|58956100|38|450.89
450.86|454.58|450.86|50605200|35|452.73
452.45|454.95|449.25|59849300|34|454.77
454.85|457.06|453.45|60845000|34|455.67
455.82|456.84|454.79|37209000|30|455.67
455.76|458.69|455.46|28514000|31|457.57
457.59|458.2|452.94|59171500|32|454.16
454.01|455.07|453.61|64100300|33|453.78
453.69|456|453.3|86850100|32|454.62
454.52|454.63|438.71|96027400|34|438.71
437.79|444.05|437.39|81987900|31|442.68
442.97|443.78|441.71|42762300|29|443.19
443.22|443.43|439.04|39657600|30|439.32
439.35|444.35|438.82|50582500|32|444.15
444.29|447.1|443.93|65783100|32|445.98
446.06|450.3|446.06|65231000|31|449.6
449.67|453.64|447.9|65203800|32|453.38
453.52|478.15|453.52|164781000|34|473.46
473.03|533.47|472.7|181199000|40|530.04
527.48|553.96|512.18|148737000|45|526.23
528.47|544.35|522.96|87958700|48|533.86
534.19|546.62|520.66|138450000|46|531.39
531.11|543.08|525.64|86061800|42|536.92
536.51|540.35|533.08|60378200|51|537.97
537.68|574.64|536.92|122020000|55|569.19
569.71|590.13|564.24|94925300|55|572.73
573.31|582.81|569.18|68874100|52|574.98
574.6|586.47|574.6|72138900|56|585.54
585.45|590.26|567.51|107770000|55|576.6
577.17|582.84|573.13|80265800|50|581.64
582.2|582.2|570.95|71301000|50|574.63
575.84|579.13|573.33|66991900|49|577.47
578.67|607.12|578.67|82357000|47|606.73
609.68|684.84|607.04|277085000|73|672.78
671.65|716|664.49|243295000|88|704.38
704.5|704.5|662.8|186694000|73|685.56
685.68|696.3|672.56|99223800|62|694.47
696.52|773.72|696.52|271634000|79|766.31
768.49|775.36|716.56|363321000|81|748.91
748.76|777.99|733.93|252718000|70|756.23
756.69|766.62|745.63|136185000|65|763.78
763.93|764.08|732.73|174511000|66|737.23
735.88|735.88|639.07|309944000|77|666.65
665.91|678.67|587.48|266393000|67|596.12
597.44|629.33|558.14|253462000|70|623.98
625.58|681.73|625.27|224317000|100|665.3
665.28|691.73|646.56|126656000|71|665.12
665.93|665.98|616.93|109225000|60|629.37
629.35|655.27|620.52|122134000|64|655.27
658.1|659.25|637.77|138385000|62|647
644.12|644.68|628.28|142456000|59|639.89
640.59|675.4|636.61|138980000|58|673.34
672.51|686.15|669.59|134431000|55|676.3
676.73|703.7|676.4|112354000|52|703.7
704.97|704.97|649.01|129512000|56|658.66
658.8|683.66|650.51|92008400|51|683.66
683.21|683.49|665.07|130476000|53|670.63
670.42|681.9|670.42|134961000|54|677.33
678.09|682.43|611.83|258091000|56|640.56
640.69|666.71|636.47|141970000|57|666.52
666.38|666.38|633.4|180536000|72|650.96
650.6|652.29|641.26|102532000|58|649.36
648.48|659.63|644.98|107910000|55|647.66
648.28|675.26|646.78|138173000|51|664.55
664.8|668.7|654.47|131449000|51|654.47
652.92|662.9|652.92|98511400|47|658.08
659.17|667.08|659.04|81673100|44|663.25
663.78|666.46|659.33|50330200|44|660.77
661.99|682.37|661.99|74407900|44|679.46
679.81|681.55|668.63|69465000|46|673.11
672.74|673.28|667.63|61203300|45|672.86
672.81|672.93|663.36|94636400|44|665.68
665.23|666.22|660.41|60491800|44|665.01
664.92|666.58|646.72|134169000|40|650.62
650.73|656.37|648.52|69532200|39|655.56
655.41|663.11|652.79|118184000|40|661.28
661.26|661.83|653.39|78176500|42|654.1
654.23|656.23|645.88|225135000|44|651.78
651.63|657.46|648.45|147461000|47|654.35
654.49|657.6|654.49|86428400|45|655.03
655.11|657.8|654.79|60703500|44|656.99
657.01|658.22|654.21|38456100|43|655.05
655.1|655.28|624.37|110818000|42|624.68
624.6|626.12|605.88|121887000|46|606.27
606.4|612.85|531.33|330933000|57|547.47
548.66|573.36|541.55|207982000|98|566.36
566.33|579.5|565.78|125292000|65|578.29
578.28|578.28|569.98|66127900|53|575.04
575.03|588.4|569.47|80797300|47|587.78
587.77|597.51|586.82|82398400|48|592.69
592.74|592.99|588.05|61194100|49|591.05
591.04|591.09|584.79|92228100|47|587.8
587.65|599.98|586.37|102905000|44|592.1
592.12|597.54|589.12|74514400|41|589.12
588.8|589.91|583.81|69218000|41|587.56
587.36|589.77|584.98|43563000|37|585.59
585.59|585.67|564.78|60851100|37|570.47
570.49|573.58|563.24|57262300|43|567.24
567.24|581.74|566.72|58405200|42|577.44
577.76|580.89|571.43|54443000|41|573.22
573.71|577.79|573.43|59896600|42|574.32
574.34|578.24|574.18|50631600|39|575.63
576.08|582.82|575.46|45301400|38|581.7
581.94|584.16|580.22|38299400|38|581.31
581.31|588.45|580.59|72844000|41|586.75
586.77|589.47|581.63|85349200|42|583.41
583.41|583.59|579.86|56328200|44|580.18
580.18|580.45|575.17|136130000|43|577.76
577.75|580.62|576.86|48856800|42|579.65
579.45|579.85|568.63|59698300|41|569.95
569.83|574.04|569.74|86301600|42|573.91
574.07|576.28|573.47|110398000|42|574.11
574.11|578.36|574.11|70342400|41|577.5
577.59|577.86|573.64|75840900|40|575.47
575.55|576.31|571.81|76923400|42|572.3
572.41|575.64|570.81|79910800|39|575.54
575.55|599.5|574.06|159014000|41|598.21
598.59|611.84|596.85|97942900|45|608.63
608.99|609.05|602.24|82446800|46|606.59
606.51|610.83|605.09|78529100|43|610.44
610.57|614.54|608.51|75032400|44|614.54
614.63|628.77|613.84|86713000|49|626.32
626.35|626.83|620.26|64550200|46|622.86
622.93|625.1|622.39|45016800|46|623.51
623.42|628.82|600.51|73610800|43|606.72
607|608.46|605.41|72812300|45|608.24
608.02|611.19|606.92|86920600|46|609.24
608.84|611.95|608.41|47877700|42|610.68
610.59|611.09|607.15|59464600|44|607.15
607.25|609.26|606.74|64963400|44|606.97
607.22|607.86|605.19|37140300|41|605.98
606.28|610.16|605.86|48679400|43|609.87
609.87|610.93|608.27|54796400|40|609.23
609.25|609.52|607.94|72710900|44|608.31
603.59|603.59|595.88|82776200|46|597.15
597.28|598.49|596.21|67085300|43|596.3
596.2|603.21|595.79|51067000|42|602.84
602.96|604.58|602.04|35359500|40|602.63
602.75|603.38|599.71|33977800|41|600.83
600.81|608.14|600.35|59153800|44|608.04
608.02|608.25|604.11|49422400|41|606.17
606.24|606.59|604.61|48722600|41|604.73
605.02|606.82|604.85|55658600|42|605.69
605.72|609.74|604.14|56122400|42|609.74
609.93|615.24|609.93|56357000|40|613.98
613.95|614|609.68|39249800|39|610.89
610.97|612.57|610.46|46798300|42|612.13
612.05|612.05|609.48|49801600|43|610.2
610.22|613.81|609.62|68077500|43|612.51
612.47|613.82|611.47|56812100|42|613.02
612.61|617.91|611.82|64071400|43|617.12
617.34|619.85|617.34|42345900|42|619.11
619.17|619.2|616.61|39243400|42|616.75
616.82|621.32|616.2|67481100|43|618.99
619.24|642.08|618.5|103590000|48|641.07
640.87|641.34|635.97|92370200|50|636.19
636.03|638.83|635.03|61620700|46|636.79
637.01|641.28|637.01|58144600|45|640.38
640.31|642.1|637.39|39035400|45|638.65
639.08|642.9|638.9|40298100|41|641.63
641.82|642.33|638.66|58063600|46|639.19
639.41|640.74|636|65546700|46|637.96
638.13|638.87|628.01|69381700|44|630.52
630.66|631.92|628.26|56957300|43|630.86
630.83|634.09|630.69|55951000|40|632.83
633.14|658.2|632.85|78556500|43|657.29
657.62|661.13|653.89|54474600|45|657.07
657.16|657.25|652.6|62218200|45|653.76
654|664.42|653.7|90378800|47|657.59
657.68|679.73|657.68|88877100|50|678.3
678.21|688.59|678.04|96105300|53|688.31
688|690.44|684.16|81145500|57|689.65
690.29|720.4|690.05|134761000|63|714.48
714.12|714.12|696.48|100665000|54|701.86
702.64|709.29|691.68|97064400|53|700.97
701.34|736.45|701.34|130527000|60|729.79
730.07|740.83|722.35|84865200|55|740.83
742.35|745.77|678.16|172808000|58|688.7
689.12|706.93|685.56|99907700|55|703.24
703.52|707.51|697.74|53752300|56|703.42
703.81|714.26|699.56|59902200|53|711.52
710.74|710.74|699.9|65047100|52|703.13
703.09|712.99|702.39|79660800|51|709.85
709.83|740.05|708.61|132429000|73|723.27
722.84|723.02|711.21|68807800|57|715.53
715.55|718.32|714.41|63119700|50|716.41
716.75|717.15|704.03|64622500|52|705.05
705.2|705.26|687.32|80318100|50|702.03
702|706.28|699.81|62993000|54|705.02
705.79|715.72|705.26|72038500|54|711.62
711.17|747.62|709.04|141294000|55|744.2
744.88|755.64|739.51|108579000|59|740.98
740.71|752.88|736.89|87363100|56|751.59
