Open|High|Low|Volume|Google Trending|Close
751.83|756.24|744.47|110608000|55|751.62
751.88|755.48|717.94|154116000|57|731.03
731.26|741.72|730.51|60802400|53|739.25
739.64|753.87|736.53|129906000|58|751.35
751.74|752.25|738.92|76543800|56|744.59
744.62|746.83|733.49|85919300|56|740.29
740.44|741.65|734.59|67807600|54|741.65
741.51|742.21|729.63|54962700|50|735.38
735.44|739.02|731.09|52601800|52|732.03
732.48|738.01|732.48|61888600|56|735.81
736.33|737.47|734.56|68511100|58|735.6
736.28|747.93|736.26|84070800|55|745.69
746.05|758.27|746.05|80461900|56|756.77
757.54|781.3|757.54|127605000|60|777.94
778.25|778.25|764.86|69547300|54|771.15
771.64|773.87|768.16|60557900|52|773.87
773.39|773.47|751.71|106363000|58|758.7
758.72|765.62|758.72|116218000|57|764.22
764.21|771.54|759.75|96426100|57|768.13
768.08|774.7|765.95|80111900|58|770.81
769.94|774.53|769.65|68705300|55|772.79
773.02|777.09|772.91|53843100|53|774.65
774.75|774.8|765.41|57313400|51|769.73
770.04|781.92|770.04|76571000|55|780.09
780.65|788.46|777.96|81645600|58|780.56
780|782.03|776.84|75979000|54|781.48
780.07|781.43|777.8|81580100|54|778.09
778.96|785.03|778.96|83608200|54|784.91
785.17|792.51|784.86|78989800|54|790.83
791.01|794.74|788.03|60524400|52|790.53
790.69|793.61|790.32|74886400|56|792.71
792.25|801.34|791.5|99629300|58|800.88
800.64|834.28|799.4|155576000|69|834.28
834.18|875.78|834.15|200027000|84|864.54
864.89|925.12|864.68|275564000|94|921.98
922.18|923.48|886.34|137727000|79|898.82
899.65|899.65|862.42|143665000|72|896.18
896.9|913.18|896.9|123771000|71|907.61
908.35|940.05|904.25|167308000|79|933.2
934.83|975.92|934.83|236630000|90|975.92
975.13|979.4|954.5|199320000|89|973.5
972.53|972.53|934.83|187474000|81|961.24
960.63|963.74|947.24|99135100|70|963.74
963.66|1003.08|958.7|147775000|16|998.33
998.62|1031.39|996.7|222185000|26|1021.75
1021.6|1044.08|1021.6|185168000|24|1043.84
1044.4|1159.42|1044.4|344946000|29|1154.73
1156.73|1191.1|910.42|510199000|34|1013.38
1014.24|1046.81|883.94|351876000|29|902.2
903.49|908.59|823.56|279550000|25|908.59
908.17|942.72|887.25|158715000|22|911.2
913.24|913.69|879.81|141877000|21|902.83
902.44|914.87|901.06|115808000|20|907.68
908.12|919.45|762.76|310929000|22|777.76
775.18|826.25|755.76|222326000|23|804.83
803.74|829|780|168968000|19|823.98
825.14|835.09|812.46|93063300|18|818.41
818.14|823.31|812.87|71013600|16|821.8
821.78|834.53|820.27|82755200|16|831.53
830.95|910.56|830.8|155095000|17|907.94
909.37|917.5|858.3|225677000|17|886.62
888.34|904.61|884.34|105625000|16|899.07
898.17|899.4|887.01|86728400|15|895.03
895.55|927.37|895.53|111158000|15|921.79
922.21|937.52|897.56|116573000|15|924.67
925.5|928.27|916.74|73588600|15|921.01
910.68|924.14|892.29|111349000|15|892.69
891.92|903.25|891.69|120831000|16|901.54
902.39|919.33|902.22|131958000|15|917.59
918.36|923.22|915.85|125594000|15|919.75
919.81|923.91|919.81|68979600|15|921.59
922.07|923.42|919.15|60851700|14|919.5
920.15|923.05|919.47|78227300|14|920.38
920.96|972.02|920.96|164582000|16|970.4
970.94|989.11|970.74|150110000|16|989.02
990|1013.52|983.22|145821000|17|1011.8
1011.46|1033.87|1008.79|201278000|17|1029.91
1031.33|1045.9|1015.16|155064000|16|1042.9
1043.52|1043.63|1022.37|114208000|15|1027.34
1028.4|1044.64|1028.16|111762000|16|1038.15
1040.14|1061.93|1040.14|146007000|16|1061.35
1062.32|1078.97|1037.49|201855000|17|1063.07
1064.7|1088.99|953.34|407220000|19|994.38
995.63|998.9|946.69|190452000|17|988.67
988.9|1009.29|982.83|102261000|16|1004.45
1003.52|1004.76|996.92|67530000|15|999.18
998.88|1002.1|976|100607000|15|990.64
991.74|1011.51|986.47|137946000|15|1004.55
1006.21|1008.84|1001.58|89759400|15|1007.48
1007.65|1033.37|1007.65|122277000|15|1027.44
1026.12|1053.17|1025.64|136474000|16|1046.21
1049.21|1061.1|1046.96|99073500|16|1054.42
1054.76|1056.81|1043.46|77423300|14|1047.87
1048.69|1080.49|1041.69|109478000|16|1079.98
1079.28|1117.25|1076.93|186869000|18|1115.3
1114.8|1125.39|1100.55|136100000|18|1117.44
1117.27|1176.62|1116.96|189454000|20|1166.72
1172.71|1200.39|1131.96|330759000|24|1173.68
1170.41|1174.85|1124.59|139961000|19|1143.84
1144.27|1167.47|1130.2|116486000|17|1165.2
1163.78|1181.98|1163.38|131570000|19|1179.97
1180.72|1193.25|1171.82|184956000|19|1179.97
1180.04|1222.5|1179.69|229057000|19|1222.5
1224.68|1262.13|1215.62|368275000|23|1251.01
1250.71|1280.31|1250.71|315739000|31|1274.99
1277.43|1279.4|1230.51|183270000|25|1255.15
1254.29|1267.29|1238.06|134127000|20|1267.12
1267.47|1276|1264.6|153657000|22|1272.83
1273.21|1275.55|1204.8|291256000|23|1223.54
1223.23|1232.16|1148.08|332603000|25|1150
1150.35|1197.46|1141.23|212283000|23|1188.49
1189.36|1270.47|1077.25|563796000|32|1116.72
1116.32|1193.83|1116.32|283320000|26|1175.83
1176.62|1226.98|1175.36|227176000|20|1221.38
1221.78|1237.37|1217.03|380277000|21|1231.92
1232.16|1244.81|1220.72|245306000|19|1240
1240.16|1251.61|1239.75|297805000|19|1249.61
1251.33|1257.98|1152.44|638568000|20|1187.81
1180.16|1180.16|1099.57|706599000|21|1100.23
1099.69|1114.07|957.65|621302000|24|973.82
976.73|1069.91|976.73|406648000|22|1036.74
1037.24|1063.03|1036.68|286530000|21|1054.23
1055.36|1122.43|1055.36|337391000|20|1120.54
1120.65|1120.65|1014.21|380841000|20|1049.14
1050.05|1058.01|1028.93|248540000|19|1038.59
1038.45|1040.47|934.36|491038000|20|937.52
936.54|975.76|903.71|435803000|21|972.78
974.01|1007.96|954.19|303668000|18|966.73
972.05|1046.4|971.98|372535000|19|1045.77
1044.58|1064.65|1027.73|326332000|19|1047.15
1046.08|1055.13|1015.88|298458000|18|1039.97
1042.21|1049.29|1020.04|352969000|17|1026.43
1026.64|1074.92|1026.64|447287000|17|1071.79
1071.71|1091.72|1061.09|289634000|17|1080.5
1080.61|1107.59|1075.45|514187000|17|1102.17
1102.95|1151.74|1102.95|580444000|18|1143.81
1145.52|1156.44|1120.52|436310000|18|1133.25
1134.14|1135.09|1113.63|414784000|17|1124.78
1125.81|1188.37|1125.81|511222000|17|1182.68
1178.94|1186.58|1163.39|317022000|17|1176.9
1172.65|1184.98|1162.58|209312000|17|1175.95
1176.57|1197.21|1171.86|242343000|17|1187.87
1187.3|1190.34|1179.04|215883000|17|1187.13
1187.46|1208.07|1187.46|216182000|19|1205.01
1204.81|1207.14|1196.76|288702000|18|1200.37
1201.02|1205.89|1156.44|351969000|18|1169.28
1170.33|1190.8|1159.79|254827000|17|1167.54
1167.3|1188|1164.96|203559000|15|1172.52
1172.61|1187.22|1172.61|183231000|16|1182.94
1183.25|1194.9|1172.65|253206000|17|1193.91
1193.77|1217.57|1193.77|270524000|19|1211.67
1212.13|1215.51|1205.08|288061000|17|1210.29
1211.08|1240.79|1208.41|315108000|17|1229.08
1229.42|1235.94|1215.56|272167000|17|1222.05
1222.71|1235.56|1208.47|249320000|17|1231.71
1231.92|1232.2|1203.94|258951000|16|1207.21
1209.63|1250.94|1209.63|235806000|17|1250.15
1250.45|1267.58|1249.97|242556000|19|1265.49
1265.99|1294.83|1265.93|329631000|20|1281.08
1281.88|1319.7|1281.3|449197000|21|1317.73
1317.74|1331.28|1292.37|527489000|20|1316.48
1317.84|1327.2|1315.21|422706000|18|1321.79
1321.87|1347.91|1314.92|413115000|18|1347.89
1348.3|1434.32|1348.3|713624000|23|1421.6
1421.03|1473.9|1415.69|477338000|25|1452.82
1453.78|1492.77|1447.49|583796000|26|1490.09
1490.72|1608.91|1490.72|933549000|33|1537.67
1540.87|1618.03|1530.31|946036000|31|1555.45
1556.81|1578.8|1542.5|582530000|25|1578.8
1579.47|1596.72|1559.76|1080030000|24|1596.71
1596.92|1723.35|1596.92|1340320000|28|1723.35
1723.89|1833.49|1716.3|1167920000|37|1755.36
1756.52|1788.44|1719.1|915723000|33|1787.13
1780.37|1873.93|1755.35|799490000|37|1848.57
1845.76|1856.15|1694.01|740984000|43|1724.24
1723.12|1812.99|1651.08|579635000|44|1804.91
1800.86|1831.42|1776.62|437196000|37|1808.91
1808.44|1812.8|1708.54|731529000|53|1738.43
1741.7|1785.94|1686.54|959045000|47|1734.45
1726.73|1864.05|1661.91|1064730000|39|1839.09
1818.7|1904.48|1807.12|894321000|36|1888.65
1897.37|2004.52|1890.25|1157290000|40|1987.71
1984.24|2084.73|1974.92|961336000|39|2084.73
2067.03|2119.08|2037.5|1147860000|41|2041.2
2043.19|2303.9|2017.87|1942220000|65|2173.4
2191.56|2320.82|2178.5|1378750000|68|2320.42
2321.37|2523.72|2321.37|1725380000|75|2443.64
2446.24|2763.71|2285.3|2406700000|100|2304.98
2320.89|2573.79|2071.99|1763480000|77|2202.42
2196.27|2260.2|1855.83|1700480000|65|2038.87
2054.08|2267.34|2054.08|1147140000|52|2155.8
2159.43|2307.05|2107.17|994625000|49|2255.61
2255.36|2301.96|2124.57|1443970000|49|2175.47
2187.19|2311.08|2145.57|1544830000|46|2286.41
2288.33|2448.39|2288.33|1653180000|45|2407.88
2404.03|2488.55|2373.32|1317030000|28|2488.55
2493.72|2581.91|2423.57|1514950000|26|2515.35
2547.79|2585.89|2452.54|1355120000|25|2511.81
2512.4|2686.81|2510.22|1369310000|28|2686.81
2690.84|2999.91|2690.84|2089610000|39|2863.2
2869.38|2869.38|2700.56|1517710000|35|2732.16
2720.49|2815.3|2670.95|1281170000|30|2805.62
2807.44|2901.71|2795.62|1348950000|29|2823.81
2828.14|2950.99|2746.55|2018890000|28|2947.71
2942.41|2996.6|2840.53|1752400000|29|2958.11
2953.22|2997.26|2518.56|2569530000|38|2659.63
2680.91|2789.04|2650.38|1781200000|33|2717.02
2716.88|2786.83|2412.94|1696560000|32|2506.37
2499.58|2534.71|2212.96|2026260000|38|2464.58
2469.57|2539.92|2385.15|1195190000|32|2518.56
2514.01|2685.19|2484.96|1534510000|27|2655.88
2655.35|2662.1|2516.33|1178660000|25|2548.29
2549.03|2662.85|2549.03|1446840000|26|2589.6
2591.26|2763.45|2589.82|1854190000|28|2721.79
2709.43|2772.01|2660.4|1626580000|29|2689.1
2691.03|2723.74|2642.36|1097940000|28|2705.41
2707.34|2765.17|2706.37|961319000|27|2744.91
2738.52|2757.94|2583.19|982750000|25|2608.72
2607.25|2682.26|2552.12|1161100000|25|2589.41
2590.57|2615.25|2376.29|1663280000|30|2478.45
2478.45|2552.45|2332.99|1489790000|34|2552.45
2553.03|2603.98|2484.42|1183870000|33|2574.79
2567.56|2588.83|2510.48|949979000|27|2539.32
2539.24|2559.25|2478.43|860273000|23|2480.84
2492.6|2515.27|2419.23|779914000|22|2434.55
2436.4|2514.28|2394.84|803747000|23|2506.47
2498.56|2595|2480.47|964112000|23|2564.06
2561|2631.59|2559.35|985516000|23|2601.64
2602.87|2622.65|2538.55|941566000|23|2601.99
2608.1|2616.72|2581.69|761957000|23|2608.56
2608.59|2916.14|2498.87|917412000|23|2518.66
2520.27|2571.34|2492.31|733330000|21|2571.34
2572.61|2635.49|2517.59|527856000|22|2518.44
2525.25|2537.16|2321.13|1111200000|25|2372.56
2385.89|2413.47|2296.81|1329760000|28|2337.79
2332.77|2423.71|2275.14|1117410000|27|2398.84
2402.7|2425.22|2340.83|835770000|25|2357.9
2360.59|2363.25|2183.22|882503000|25|2233.34
2230.12|2231.14|1990.41|993608000|28|1998.86
1991.98|2058.77|1843.03|1182870000|32|1929.82
1932.62|2230.49|1932.62|1201760000|30|2228.41
2233.52|2387.61|2164.77|1512450000|30|2318.88
2323.08|2397.17|2260.23|1245100000|28|2273.43
2269.89|2900.7|2269.89|2249260000|31|2817.6
2838.41|2838.41|2621.85|1489450000|30|2667.76
2668.63|2862.42|2657.71|1177130000|27|2810.12
2808.1|2832.18|2653.94|1072840000|26|2730.4
2732.7|2777.26|2699.19|866474000|26|2754.86
2757.5|2768.08|2480.96|1460090000|28|2576.48
2577.77|2610.76|2450.8|937404000|28|2529.45
2538.71|2693.32|2529.34|789104000|27|2671.78
2679.73|2897.45|2679.73|1380100000|30|2809.01
2807.02|2808.76|2692.8|803746000|25|2726.45
2724.39|2758.53|2644.85|705943000|24|2757.18
2763.24|2889.62|2720.61|860575000|31|2875.34
2871.3|2921.35|2685.61|1324670000|54|2718.26
2727.13|2762.53|2668.59|1094950000|48|2710.67
2709.56|2813.31|2685.14|804797000|33|2804.73
2806.93|2899.33|2743.72|1002120000|30|2895.89
2897.63|3290.01|2874.83|1945700000|39|3252.91
3257.61|3293.29|3155.6|1105030000|32|3213.94
3212.78|3397.68|3180.89|1482280000|38|3378.94
3370.22|3484.85|3345.83|1752760000|40|3419.94
3420.4|3422.76|3247.67|1468960000|35|3342.47
3341.84|3453.45|3319.47|1515110000|33|3381.28
3373.82|3679.72|3372.12|2021190000|36|3650.62
3650.63|3949.92|3613.7|2219590000|41|3884.71
3880.04|4208.39|3857.8|3159090000|52|4073.26
4066.1|4325.13|3989.16|2463090000|57|4325.13
4326.99|4455.97|3906.18|3258050000|57|4181.93
4200.34|4381.23|3994.42|2272040000|48|4376.63
4384.44|4484.7|4243.71|2553360000|46|4331.69
4324.34|4370.13|4015.4|2941710000|47|4160.62
4137.75|4243.26|3970.55|2975820000|44|4193.7
4189.31|4196.29|4069.88|2109770000|40|4087.66
4090.48|4109.14|3988.6|2800890000|40|4001.74
3998.35|4128.76|3674.58|3764240000|45|4100.52
4089.01|4255.78|4078.41|2369820000|41|4151.52
4137.6|4376.39|4130.26|2037750000|39|4334.68
4332.82|4455.7|4307.35|1727970000|41|4371.6
4372.06|4379.28|4269.52|1511610000|36|4352.4
4345.1|4416.59|4317.29|1537460000|32|4382.88
4384.45|4403.93|4224.64|1959330000|35|4382.66
4389.21|4625.68|4352.13|2486080000|42|4579.02
4570.36|4626.52|4471.41|1937850000|44|4565.3
4555.59|4736.05|4549.4|1944930000|47|4703.39
4701.76|4892.01|4678.53|2599080000|50|4892.01
4901.42|4975.04|4469.24|2722140000|48|4578.77
4585.27|4714.08|4417.59|1933190000|42|4582.96
4591.63|4591.63|4108.4|2987330000|52|4236.31
4228.29|4427.84|3998.11|2697970000|53|4376.53
4376.59|4617.25|4376.59|2172100000|45|4597.12
4589.14|4655.04|4491.33|1844620000|42|4599.88
4605.16|4661|4075.18|2700890000|45|4228.75
4229.81|4308.82|4114.11|1386230000|37|4226.06
4229.34|4245.44|3951.04|1679090000|36|4122.94
4122.47|4261.67|4099.4|1557330000|41|4161.27
4168.88|4344.65|4085.22|1864530000|41|4130.81
4131.98|4131.98|3789.92|2219410000|56|3882.59
3875.37|3920.6|3153.86|2716310000|68|3154.95
3166.3|3733.45|2946.62|4148070000|75|3637.52
3637.75|3808.84|3487.79|1818400000|50|3625.04
3606.28|3664.81|3445.64|1239150000|39|3582.88
3591.09|4079.23|3591.09|1943210000|47|4065.2
4073.79|4094.07|3868.87|1563980000|43|3924.97
3916.36|4031.39|3857.73|1213830000|39|3905.95
3901.47|3916.42|3613.63|1411480000|39|3631.04
3628.02|3758.27|3553.53|1194830000|36|3630.7
3629.92|3819.21|3594.58|928114000|30|3792.4
3796.15|3796.15|3666.9|768015000|29|3682.84
3681.58|3950.25|3681.58|1374210000|33|3926.07
3928.41|3969.89|3869.9|1043740000|31|3892.35
3892.94|4210.05|3884.82|1686880000|34|4200.67
4197.13|4279.31|4109.7|1712320000|33|4174.73
4171.62|4214.63|4039.29|1367050000|32|4163.07
4166.11|4358.43|4160.86|1207450000|30|4338.71
4341.05|4403.74|4269.81|1208210000|30|4403.74
4395.81|4470.23|4377.46|1431730000|34|4409.32
4408.46|4432.47|4258.89|1288020000|33|4317.48
4319.37|4352.31|4210.42|1116770000|32|4229.36
4229.88|4362.64|4164.05|1161770000|31|4328.41
4324.46|4413.27|4320.53|1069940000|30|4370.81
4369.35|4443.88|4321.05|906928000|28|4426.89
4429.67|4624.14|4405.64|1313870000|31|4610.48
4614.52|4878.71|4564.25|1968740000|38|4772.02
4776.21|4922.17|4765.1|1597140000|39|4781.99
4789.25|4873.73|4751.63|1222280000|37|4826.48
4829.58|5446.91|4822|2791610000|62|5446.91
5464.16|5840.3|5436.85|3615480000|75|5647.21
5643.53|5837.7|5591.64|1669030000|51|5831.79
5835.96|5852.48|5478.61|1976040000|48|5678.19
5687.57|5776.23|5544.21|2008070000|48|5725.59
5741.58|5800.35|5472.72|1821570000|46|5605.51
5603.82|5603.82|5151.44|2399270000|47|5590.69
5583.74|5744.35|5531.06|1780540000|45|5708.52
5708.11|6060.11|5627.23|2354430000|53|6011.45
5996.79|6194.88|5965.07|2207100000|60|6031.6
6036.66|6076.26|5792.34|2034630000|49|6008.42
6006|6075.59|5732.47|2401840000|57|5930.32
5935.52|5935.52|5504.18|2735700000|61|5526.64
5524.6|5754.33|5397.88|1966990000|55|5750.8
5747.95|5976.8|5721.22|1905040000|53|5904.83
5899.74|5988.39|5728.82|1710130000|46|5780.9
5787.82|5876.72|5689.19|1403920000|40|5753.09
5754.44|6255.71|5724.58|2859040000|43|6153.85
6114.85|6214.99|6040.85|1772150000|51|6130.53
6132.02|6470.43|6103.33|2311380000|60|6468.4
6440.97|6767.31|6377.88|2870320000|74|6767.31
6777.77|7367.33|6758.72|4653770000|99|7078.5
7087.53|7461.29|7002.94|3369860000|88|7207.76
7164.48|7492.86|7031.28|2483800000|68|7379.95
7404.52|7617.48|7333.19|2380410000|67|7407.41
7403.22|7445.77|7007.31|3111900000|72|7022.76
7023.1|7253.32|7023.1|2326340000|68|7144.38
7141.38|7776.42|7114.02|4602200000|74|7459.69
7446.83|7446.83|7101.52|3226250000|69|7143.58
7173.73|7312|6436.87|5208250000|82|6618.14
6618.61|6873.15|6204.22|4908680000|80|6357.6
6295.45|6625.05|5519.01|8957350000|100|5950.07
5938.25|6811.19|5844.29|6263250000|90|6559.49
6561.48|6764.98|6461.75|3197110000|69|6635.75
6634.76|7342.25|6634.76|4200880000|69|7315.54
7323.24|7967.38|7176.58|5123810000|73|7871.69
7853.57|8004.59|7561.09|4651670000|82|7708.99
7697.21|7884.99|7463.44|3667190000|63|7790.15
7766.03|8101.91|7694.1|3149320000|59|8036.49
8039.07|8336.86|7949.36|3488450000|77|8200.64
8205.74|8348.66|7762.71|4277610000|82|8071.26
8077.95|8302.26|8075.47|3633530000|72|8253.55
8232.38|8267.4|8038.77|4225180000|65|8038.77
8074.02|8374.16|7940.93|5058610000|63|8253.69
8241.71|8790.92|8191.15|4342060000|68|8790.92
